ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	geneID	Count	Contrast	Ontology	Direction
GO:0050773	regulation of dendrite development	8/174	31/2798	0.000436454138791915	0.0042439422179898	CAMK2B/CDK5/OPA1/PACSIN1/PALM/PPP3CA/RAP2A/VAMP7	8	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0048016	inositol phosphate-mediated signaling	5/174	12/2798	0.000486317615616923	0.00466738594728449	INPP5A/PPP3CA/PPP3CB/PRNP/RCAN1	5	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:1902803	regulation of synaptic vesicle transport	6/174	18/2798	0.000525717261324294	0.00498083405280325	CDK5/RAB3A/SEPT5/SNCA/STXBP1/SYN1	6	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0072503	cellular divalent inorganic cation homeostasis	14/174	85/2798	0.000589549475748335	0.00546594494321515	ADCY5/ANK2/AP3D1/ATP2B1/ATP2B3/FKBP1A/GNB1/NPTN/PRKCB/SLC25A23/SLC8A1/SLC8A2/SNCA/THY1	14	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0045055	regulated exocytosis	16/174	105/2798	0.000591712578426538	0.00546594494321515	ALDOA/CDK5/CPLX2/PCLO/PPP3CB/RAB3A/RAB3D/RAPGEF4/SEPT5/STXBP1/SYN1/SYT1/TMSB4X/UNC13A/VAMP2/VAMP7	16	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0010975	regulation of neuron projection development	17/174	116/2798	0.000634801774864395	0.00579158656326899	CAMK2B/CDK5/CPNE5/L1CAM/MAP2K1/NPTN/OPA1/PACSIN1/PALM/PLXNA4/PPP3CA/RAP2A/SYT1/THY1/TMEM30A/UNC13A/VAMP7	17	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0006875	cellular metal ion homeostasis	16/174	106/2798	0.000659432058286158	0.00594293037894477	ADCY5/ANK2/AP3D1/ATP1A1/ATP2B1/ATP2B3/FKBP1A/GNB1/NPTN/PRKCB/PRNP/SLC25A23/SLC8A1/SLC8A2/SNCA/THY1	16	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0010817	regulation of hormone levels	16/174	107/2798	0.000733684312291566	0.00645467508075556	ADCY5/ALDH1A1/ARHGEF7/ATP1A1/C2CD2L/CPE/DKK3/OXCT1/PCLO/PCSK2/PPP3CA/PPP3CB/RAPGEF4/SCG5/VAMP7/VGF	16	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0044708	single-organism behavior	16/174	107/2798	0.000733684312291566	0.00645467508075556	ATP8A1/CAMK4/CDK5/GPI/HPRT1/NPTN/NRXN3/PDE1B/PENK/PLCB1/PPP1R1B/PPP3CB/PRNP/SLC8A2/SNCA/TH	16	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0051125	regulation of actin nucleation	5/174	13/2798	0.000750771957457307	0.00652729972424647	ABI2/BRK1/NCKAP1/WASF1/WASL	5	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0010976	positive regulation of neuron projection development	12/174	68/2798	0.000774644724719175	0.00665654013450547	CAMK2B/CPNE5/L1CAM/MAP2K1/NPTN/OPA1/PACSIN1/PALM/SYT1/TMEM30A/UNC13A/VAMP7	12	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0048468	cell development	41/174	410/2798	0.000842462200043295	0.00709958520813471	ACTA2/AMPD2/ANK2/ARHGEF7/ARPC2/ATCAY/ATL1/CAMK2B/CDK5/CPNE5/CUL4B/DPYSL4/DPYSL5/GNAO1/GPM6A/HPRT1/KIF5C/L1CAM/MAP2K1/NCDN/NPTN/NRXN3/OPA1/PACSIN1/PALM/PDE2A/PLXNA4/PPP2R1A/PPP3CA/PPP3CB/RAB3A/RAP1GAP/RAP2A/SLC8A1/STXBP1/SYT1/TH/THY1/TMEM30A/UNC13A/VAMP7	41	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0072507	divalent inorganic cation homeostasis	14/174	88/2798	0.000845883869792305	0.00709958520813471	ADCY5/ANK2/AP3D1/ATP2B1/ATP2B3/FKBP1A/GNB1/NPTN/PRKCB/SLC25A23/SLC8A1/SLC8A2/SNCA/THY1	14	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:1903305	regulation of regulated secretory pathway	8/174	34/2798	0.000855024470262502	0.00709958520813471	CDK5/RAB3A/RAB3D/SEPT5/STXBP1/SYN1/SYT1/VAMP7	8	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0045664	regulation of neuron differentiation	18/174	130/2798	0.000881655715105398	0.00723937303847655	CAMK2B/CDK5/CPNE5/L1CAM/MAP2K1/NPTN/OPA1/PACSIN1/PALM/PLXNA4/PPP3CA/RAP1GAP/RAP2A/SYT1/THY1/TMEM30A/UNC13A/VAMP7	18	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0032535	regulation of cellular component size	17/174	120/2798	0.000945349493682636	0.00767706896518097	ABI2/ACTR2/ACTR3B/ADD2/ARPC1A/ARPC2/ARPC4/ARPC5L/BRK1/CDK5/L1CAM/NCKAP1/PDXP/PLXNA4/TMSB4X/WASF1/WASL	17	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0002433	immune response-regulating cell surface receptor signaling pathway involved in phagocytosis	9/174	43/2798	0.00101176737150476	0.0079542136972555	ACTB/ACTR2/ARPC1A/ARPC2/ARPC4/BRK1/CYFIP2/NCKAP1/WASL	9	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0038094	Fc-gamma receptor signaling pathway	9/174	43/2798	0.00101176737150476	0.0079542136972555	ACTB/ACTR2/ARPC1A/ARPC2/ARPC4/BRK1/CYFIP2/NCKAP1/WASL	9	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0038096	Fc-gamma receptor signaling pathway involved in phagocytosis	9/174	43/2798	0.00101176737150476	0.0079542136972555	ACTB/ACTR2/ARPC1A/ARPC2/ARPC4/BRK1/CYFIP2/NCKAP1/WASL	9	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0006874	cellular calcium ion homeostasis	13/174	80/2798	0.00105820989035848	0.00814601155182205	ADCY5/ANK2/ATP2B1/ATP2B3/FKBP1A/GNB1/NPTN/PRKCB/SLC25A23/SLC8A1/SLC8A2/SNCA/THY1	13	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0055074	calcium ion homeostasis	13/174	80/2798	0.00105820989035848	0.00814601155182205	ADCY5/ANK2/ATP2B1/ATP2B3/FKBP1A/GNB1/NPTN/PRKCB/SLC25A23/SLC8A1/SLC8A2/SNCA/THY1	13	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0048699	generation of neurons	33/174	312/2798	0.00114865265930669	0.00865414307961317	ATCAY/ATL1/CAMK2B/CDK5/CPNE5/CUL4B/DPYSL4/DPYSL5/GNAO1/GPM6A/HPRT1/KIF5C/L1CAM/MAP2K1/NCDN/NPTN/NRXN3/OPA1/PACSIN1/PALM/PLXNA4/PPP3CA/PPP3CB/RAB3A/RAP1GAP/RAP2A/STXBP1/SYT1/TH/THY1/TMEM30A/UNC13A/VAMP7	33	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0007610	behavior	18/174	133/2798	0.00115935069672761	0.00865414307961317	ADCY5/ATP8A1/CAMK4/CDK5/GNAO1/GPI/HPRT1/NPTN/NRXN3/PDE1B/PENK/PLCB1/PPP1R1B/PPP3CB/PRNP/SLC8A2/SNCA/TH	18	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0030003	cellular cation homeostasis	18/174	133/2798	0.00115935069672761	0.00865414307961317	ADCY5/ANK2/AP3D1/ATP1A1/ATP2B1/ATP2B3/ATP6V0D1/FKBP1A/GNB1/NPTN/PRKCB/PRNP/SLC25A23/SLC4A3/SLC8A1/SLC8A2/SNCA/THY1	18	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0050877	neurological system process	21/174	167/2798	0.00119794383084193	0.00885280490992188	ADCY5/ATP8A1/CAMK4/CDK5/DLG2/GNB1/GPI/NPTN/NRXN3/OPA1/PDE1B/PENK/PLCB1/PPP1R1B/PPP3CB/PRNP/PRRT2/RAB3A/SCN2A/SLC8A2/TH	21	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0051588	regulation of neurotransmitter transport	7/174	28/2798	0.00123639699985226	0.0090465087414933	GPM6B/RAB3A/SEPT5/SNCA/STXBP1/SYN1/UNC13A	7	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0007186	G-protein coupled receptor signaling pathway	15/174	102/2798	0.00128577052272142	0.00931553349305025	ADCY5/CPE/GNAO1/GNB1/GNB5/GNG7/GPR158/GRM4/PALM/PENK/PLCB1/RAPGEF4/RGS7/SCG5/SNCA	15	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0090066	regulation of anatomical structure size	19/174	146/2798	0.00136894232053642	0.00975384396010339	ABI2/ACTA2/ACTR2/ACTR3B/ADD2/ARPC1A/ARPC2/ARPC4/ARPC5L/BRK1/CDK5/L1CAM/NCKAP1/PDXP/PLXNA4/SLC8A1/TMSB4X/WASF1/WASL	19	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0006811	ion transport	34/174	328/2798	0.00137266545581969	0.00975384396010339	ANK2/ARL6IP5/ATP1A1/ATP2B1/ATP2B3/ATP6V0D1/ATP8A1/CACNA2D3/CAMK2B/CDK5/DPP6/FKBP1A/GNAO1/GNB5/GPM6A/NSF/PDE2A/PPP3CA/PRKCB/PRNP/RAB3A/SCN2A/SERINC1/SLC25A23/SLC2A13/SLC32A1/SLC4A3/SLC8A1/SLC8A2/SNCA/STXBP1/SYT1/THY1/VAMP2	34	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0030029	actin filament-based process	25/174	216/2798	0.00138899852770062	0.00977590392353103	ABI2/ACTR2/ACTR3B/ADD2/ALDOA/ANK2/ARPC1A/ARPC2/ARPC4/ARPC5L/ATP1A1/BRK1/CAP2/CDK5/EPB41L1/GPM6B/MYL6B/NCKAP1/PACSIN1/PDXP/PHACTR1/RAP2A/TMSB4X/WASF1/WASL	25	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0002431	Fc receptor mediated stimulatory signaling pathway	9/174	45/2798	0.00142704871575187	0.00994895283906255	ACTB/ACTR2/ARPC1A/ARPC2/ARPC4/BRK1/CYFIP2/NCKAP1/WASL	9	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0045666	positive regulation of neuron differentiation	12/174	73/2798	0.00148683422183735	0.0102278380026496	CAMK2B/CPNE5/L1CAM/MAP2K1/NPTN/OPA1/PACSIN1/PALM/SYT1/TMEM30A/UNC13A/VAMP7	12	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:1903532	positive regulation of secretion by cell	13/174	83/2798	0.00150616121331777	0.0102278380026496	ARHGEF7/C2CD2L/CDK5/DNM1L/OXCT1/PPP3CB/RAB3A/RAB3D/SNCA/STXBP1/SYT1/UNC13A/VAMP7	13	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0006873	cellular ion homeostasis	18/174	136/2798	0.00150857150512694	0.0102278380026496	ADCY5/ANK2/AP3D1/ATP1A1/ATP2B1/ATP2B3/ATP6V0D1/FKBP1A/GNB1/NPTN/PRKCB/PRNP/SLC25A23/SLC4A3/SLC8A1/SLC8A2/SNCA/THY1	18	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0048013	ephrin receptor signaling pathway	8/174	37/2798	0.00154803276421398	0.0103999655704921	ACTB/ACTR2/AP2B1/ARHGEF7/ARPC1A/ARPC2/ARPC4/WASL	8	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0002768	immune response-regulating cell surface receptor signaling pathway	16/174	115/2798	0.00162915863244431	0.010846380444832	ACTB/ACTR2/ARPC1A/ARPC2/ARPC4/BRK1/CYFIP2/NCKAP1/PPP3CA/PPP3CB/PRKCB/PRNP/PSMA5/PSMB5/THY1/WASL	16	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0031334	positive regulation of protein complex assembly	12/174	74/2798	0.0016799892206496	0.0109928447324013	ABI2/ACTR2/ACTR3B/ARPC1A/ARPC2/ARPC4/ARPC5L/BRK1/CUL4B/NCKAP1/WASF1/WASL	12	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0007612	learning	9/174	46/2798	0.00168090859913579	0.0109928447324013	ATP8A1/CDK5/NPTN/NRXN3/PDE1B/PPP1R1B/PPP3CB/SLC8A2/TH	9	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0010638	positive regulation of organelle organization	20/174	162/2798	0.00197835635380339	0.012793654112477	ABI2/ACTR2/ACTR3B/ARPC1A/ARPC2/ARPC4/ARPC5L/BRK1/CDK5/DNM1L/NCKAP1/NES/OPA1/PDXP/PIP4K2B/PLCB1/SYT1/WASF1/WASL/YWHAZ	20	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0022008	neurogenesis	34/174	335/2798	0.00199089340045311	0.012793654112477	ATCAY/ATL1/CAMK2B/CDK5/CPNE5/CUL4B/DPYSL4/DPYSL5/GNAO1/GPM6A/HPRT1/KIF5C/L1CAM/MAP2K1/NCDN/NPTN/NRXN3/OPA1/PACSIN1/PALM/PENK/PLXNA4/PPP3CA/PPP3CB/RAB3A/RAP1GAP/RAP2A/STXBP1/SYT1/TH/THY1/TMEM30A/UNC13A/VAMP7	34	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0046903	secretion	32/174	310/2798	0.00208318570652165	0.0132713296303405	ADCY5/ALDOA/ARHGEF7/C2CD2L/CDK5/CPLX2/DNM1L/GAD1/GAD2/GRM4/NRXN3/NSF/OXCT1/PCLO/PPP3CA/PPP3CB/RAB3A/RAB3D/RAPGEF4/SCAMP1/SCG5/SEPT5/SLC32A1/SNCA/STXBP1/SYN1/SYT1/TMSB4X/UNC13A/VAMP2/VAMP7/VGF	32	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0035690	cellular response to drug	6/174	23/2798	0.00220137378888063	0.0137865697456168	PDE2A/PPP3CA/PPP3CB/PRNP/RAP2A/TH	6	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0046928	regulation of neurotransmitter secretion	6/174	23/2798	0.00220137378888063	0.0137865697456168	RAB3A/SEPT5/SNCA/STXBP1/SYN1/UNC13A	6	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0055065	metal ion homeostasis	16/174	119/2798	0.00234596121490716	0.0145686162841713	ADCY5/ANK2/AP3D1/ATP1A1/ATP2B1/ATP2B3/FKBP1A/GNB1/NPTN/PRKCB/PRNP/SLC25A23/SLC8A1/SLC8A2/SNCA/THY1	16	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0030036	actin cytoskeleton organization	22/174	188/2798	0.00237613072987282	0.0146330050781334	ABI2/ACTR2/ACTR3B/ADD2/ALDOA/ARPC1A/ARPC2/ARPC4/ARPC5L/BRK1/CAP2/CDK5/EPB41L1/GPM6B/NCKAP1/PACSIN1/PDXP/PHACTR1/RAP2A/TMSB4X/WASF1/WASL	22	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0051493	regulation of cytoskeleton organization	18/174	143/2798	0.00268419900618497	0.0163904651781194	ABI2/ACTR2/ACTR3B/ADD2/ARPC1A/ARPC2/ARPC4/ARPC5L/BRK1/CDK5/GPM6B/NCKAP1/NES/PDXP/SNCA/TMSB4X/WASF1/WASL	18	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0060284	regulation of cell development	21/174	178/2798	0.0027058684055894	0.0163904651781194	ARHGEF7/ARPC2/CAMK2B/CDK5/CPNE5/L1CAM/MAP2K1/NPTN/OPA1/PACSIN1/PALM/PLXNA4/PPP2R1A/PPP3CA/RAP1GAP/RAP2A/SYT1/THY1/TMEM30A/UNC13A/VAMP7	21	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0043254	regulation of protein complex assembly	17/174	132/2798	0.00275530610081057	0.0165542374674717	ABI2/ACTR2/ACTR3B/ADD2/ARPC1A/ARPC2/ARPC4/ARPC5L/BRK1/CUL4B/DNM1L/NCKAP1/SNCA/STXBP1/TMSB4X/WASF1/WASL	17	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0036465	synaptic vesicle recycling	5/174	17/2798	0.00294261154718741	0.0175370155917056	CDK5/PACSIN1/RAB3A/SNCA/SYT1	5	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0042493	response to drug	15/174	111/2798	0.00305025966056399	0.0179986791853834	ATP1A1/CTPS1/GAD1/GAD2/GNAO1/OXCT1/PDE2A/PPP3CA/PPP3CB/PRNP/RAP2A/SLC8A1/SNCA/TH/TMEM30A	15	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0098655	cation transmembrane transport	20/174	168/2798	0.0030734638444776	0.0179986791853834	ANK2/ATP1A1/ATP2B1/ATP2B3/ATP6V0D1/ATP8A1/CACNA2D3/DPP6/FKBP1A/GNB5/GPM6A/PDE2A/PRNP/SCN2A/SLC25A23/SLC8A1/SLC8A2/SNCA/THY1/VAMP2	20	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0019722	calcium-mediated signaling	8/174	41/2798	0.00309314243104694	0.0179986791853834	ANK2/FKBP1A/HINT1/PPP3CA/PPP3CB/PRNP/RCAN1/SLC8A1	8	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0051047	positive regulation of secretion	13/174	90/2798	0.00318593737996227	0.0183938103421259	ARHGEF7/C2CD2L/CDK5/DNM1L/OXCT1/PPP3CB/RAB3A/RAB3D/SNCA/STXBP1/SYT1/UNC13A/VAMP7	13	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0050808	synapse organization	10/174	60/2798	0.00331291266460057	0.0189786237142622	CAMK2B/CDK5/GPM6A/NPTN/NRXN3/PALM/PCLO/RAB3A/SNCA/UNC13A	10	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0060341	regulation of cellular localization	25/174	230/2798	0.00337021813212832	0.0191583938434064	ADCY5/ANK2/C2CD2L/CDK5/FKBP1A/GPM6B/MAP2K1/NPTN/OXCT1/PDE2A/PKIA/PPP3CA/PPP3CB/RAB3A/SEPT5/SLC8A1/SNCA/STXBP1/SYN1/THY1/TMEM30A/UNC13A/VAMP2/VAMP7/YWHAZ	25	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0017158	regulation of calcium ion-dependent exocytosis	6/174	25/2798	0.00348014619534381	0.0196322751019777	CDK5/RAB3A/SEPT5/STXBP1/SYN1/SYT1	6	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0021700	developmental maturation	9/174	51/2798	0.0035449208017853	0.0198461853978738	AP3D1/CAMK2B/NRXN3/OPA1/PALM/PPP2R1A/RAB3A/STXBP1/UNC13A	9	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0019725	cellular homeostasis	24/174	219/2798	0.00366281582919355	0.0203520368253687	ADCY5/ALDOA/ANK2/AP3D1/ATP1A1/ATP2B1/ATP2B3/ATP6V0D1/C2CD2L/FKBP1A/GNB1/NPTN/OXCT1/PPP3CA/PPP3CB/PRKCB/PRNP/SLC25A23/SLC4A3/SLC8A1/SLC8A2/SNCA/TH/THY1	24	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0007613	memory	5/174	18/2798	0.00387218627251937	0.021076324096315	CAMK4/PLCB1/PPP3CB/SLC8A2/TH	5	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:1900006	positive regulation of dendrite development	5/174	18/2798	0.00387218627251937	0.021076324096315	CAMK2B/OPA1/PACSIN1/PALM/VAMP7	5	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0051962	positive regulation of nervous system development	13/174	92/2798	0.00387872811515405	0.021076324096315	CAMK2B/CPNE5/L1CAM/MAP2K1/NPTN/NRXN3/OPA1/PACSIN1/PALM/SYT1/TMEM30A/UNC13A/VAMP7	13	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0055080	cation homeostasis	18/174	148/2798	0.00393019963131793	0.021200127938277	ADCY5/ANK2/AP3D1/ATP1A1/ATP2B1/ATP2B3/ATP6V0D1/FKBP1A/GNB1/NPTN/PRKCB/PRNP/SLC25A23/SLC4A3/SLC8A1/SLC8A2/SNCA/THY1	18	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0001775	cell activation	19/174	160/2798	0.00401601569667847	0.0215060550713434	ACTB/AP3D1/CAMK4/CPLX2/CTPS1/FKBP1A/GNB1/HPRT1/PLCB1/PPP3CA/PPP3CB/PRKCB/PRNP/SNCA/STXBP1/THY1/VAMP2/VAMP7/YWHAZ	19	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0050767	regulation of neurogenesis	18/174	149/2798	0.00422963767223329	0.0224870664732403	CAMK2B/CDK5/CPNE5/L1CAM/MAP2K1/NPTN/OPA1/PACSIN1/PALM/PLXNA4/PPP3CA/RAP1GAP/RAP2A/SYT1/THY1/TMEM30A/UNC13A/VAMP7	18	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0048878	chemical homeostasis	26/174	247/2798	0.00435586168448196	0.0229927270345155	ADCY5/AMPD2/ANK2/AP3D1/ATP1A1/ATP2B1/ATP2B3/ATP6V0D1/C2CD2L/FKBP1A/GNB1/GPI/NPTN/OXCT1/PPP3CA/PPP3CB/PRKCB/PRNP/SLC25A23/SLC4A3/SLC8A1/SLC8A2/SNCA/TH/THY1/VGF	26	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0051960	regulation of nervous system development	19/174	162/2798	0.00461767771633866	0.0242018711515905	CAMK2B/CDK5/CPNE5/L1CAM/MAP2K1/NPTN/NRXN3/OPA1/PACSIN1/PALM/PLXNA4/PPP3CA/RAP1GAP/RAP2A/SYT1/THY1/TMEM30A/UNC13A/VAMP7	19	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0045321	leukocyte activation	14/174	105/2798	0.00473294346877862	0.0246313043903338	AP3D1/CAMK4/CPLX2/CTPS1/FKBP1A/HPRT1/PPP3CA/PPP3CB/PRKCB/PRNP/SNCA/THY1/VAMP2/VAMP7	14	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0043279	response to alkaloid	7/174	35/2798	0.00484971539461822	0.025032077906386	CDK5/GNAO1/GPI/PENK/SLC8A1/SNCA/TH	7	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0098771	inorganic ion homeostasis	18/174	151/2798	0.00488535560006312	0.025032077906386	ADCY5/ANK2/AP3D1/ATP1A1/ATP2B1/ATP2B3/ATP6V0D1/FKBP1A/GNB1/NPTN/PRKCB/PRNP/SLC25A23/SLC4A3/SLC8A1/SLC8A2/SNCA/THY1	18	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0060627	regulation of vesicle-mediated transport	19/174	163/2798	0.00494544434957018	0.025032077906386	ARFGAP1/CDK5/CPLX2/MAP2K1/NSF/PACSIN1/PCLO/RAB3A/RAB3D/RAPGEF4/SEPT5/SGIP1/SNCA/STXBP1/SYN1/SYT1/VAMP2/VAMP7/WASL	19	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0098662	inorganic cation transmembrane transport	19/174	163/2798	0.00494544434957018	0.025032077906386	ANK2/ATP1A1/ATP2B1/ATP2B3/ATP6V0D1/CACNA2D3/DPP6/FKBP1A/GNB5/GPM6A/PDE2A/PRNP/SCN2A/SLC25A23/SLC8A1/SLC8A2/SNCA/THY1/VAMP2	19	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0048814	regulation of dendrite morphogenesis	5/174	19/2798	0.00499469791026737	0.025109399698555	CAMK2B/CDK5/PPP3CA/RAP2A/VAMP7	5	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0038093	Fc receptor signaling pathway	13/174	95/2798	0.00514272764050209	0.0256788900427773	ACTB/ACTR2/ARPC1A/ARPC2/ARPC4/BRK1/CYFIP2/NCKAP1/PPP3CA/PPP3CB/PSMA5/PSMB5/WASL	13	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0051924	regulation of calcium ion transport	9/174	54/2798	0.00527298162460996	0.0261525732925286	ANK2/CACNA2D3/CAMK2B/FKBP1A/GNAO1/GNB5/SLC8A1/SNCA/THY1	9	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0050769	positive regulation of neurogenesis	12/174	85/2798	0.00551822912794199	0.0271864755036609	CAMK2B/CPNE5/L1CAM/MAP2K1/NPTN/OPA1/PACSIN1/PALM/SYT1/TMEM30A/UNC13A/VAMP7	12	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0010959	regulation of metal ion transport	13/174	96/2798	0.00563098683078525	0.0274070413265524	ANK2/ATP1A1/CACNA2D3/CAMK2B/DPP6/FKBP1A/GNAO1/GNB5/PRNP/SLC8A1/SNCA/THY1/VAMP2	13	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0098660	inorganic ion transmembrane transport	20/174	177/2798	0.00564191299626394	0.0274070413265524	ANK2/ATP1A1/ATP2B1/ATP2B3/ATP6V0D1/CACNA2D3/DPP6/FKBP1A/GNB5/GPM6A/PDE2A/PRNP/SCN2A/SLC25A23/SLC4A3/SLC8A1/SLC8A2/SNCA/THY1/VAMP2	20	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0070509	calcium ion import	7/174	36/2798	0.00571134555384178	0.0274070413265524	ANK2/CDK5/FKBP1A/SLC25A23/SLC8A1/SNCA/THY1	7	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0071322	cellular response to carbohydrate stimulus	7/174	36/2798	0.00571134555384178	0.0274070413265524	ADCY5/C2CD2L/OXCT1/PPP3CA/PPP3CB/PRKCB/TH	7	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0014047	glutamate secretion	5/174	20/2798	0.00633007879346089	0.0301801821185006	RAB3A/SNCA/STXBP1/SYT1/VAMP2	5	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0046879	hormone secretion	11/174	76/2798	0.00644738193888661	0.0305424054669052	ADCY5/ARHGEF7/C2CD2L/OXCT1/PCLO/PPP3CA/PPP3CB/RAPGEF4/SCG5/VAMP7/VGF	11	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0002429	immune response-activating cell surface receptor signaling pathway	14/174	109/2798	0.0066388168227783	0.0309540775139791	ACTB/ACTR2/ARPC1A/ARPC2/ARPC4/BRK1/CYFIP2/NCKAP1/PRKCB/PRNP/PSMA5/PSMB5/THY1/WASL	14	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0010720	positive regulation of cell development	14/174	109/2798	0.0066388168227783	0.0309540775139791	ARHGEF7/ARPC2/CAMK2B/CPNE5/L1CAM/MAP2K1/NPTN/OPA1/PACSIN1/PALM/SYT1/TMEM30A/UNC13A/VAMP7	14	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
GO:0051238	sequestering of metal ion	7/174	37/2798	0.00668278520475494	0.0309540775139791	ANK2/AP3D1/FKBP1A/SLC25A23/SLC8A1/SNCA/THY1	7	LB-NL+ vs (LB+NL+ and LB-NL-)	BP	down
